,RaceId,DriverId,ConstructorId_x,GridNumber,DriverPosition,ConstructorId_y,QualifyingPosition
2014,876,30,131,14,22,131.0,14.0
2015,876,37,164,22,\N,164.0,22.0
2016,876,39,164,23,21,164.0,23.0
2017,876,154,208,11,9,208.0,11.0
2018,876,155,15,17,14,15.0,17.0
2019,876,807,10,12,8,10.0,12.0
2020,876,808,207,19,17,207.0,19.0
2021,876,811,3,13,10,3.0,13.0
2022,876,813,3,9,16,3.0,9.0
2023,876,814,10,16,12,10.0,16.0
2024,876,815,15,8,\N,15.0,8.0
2025,876,817,5,15,13,5.0,15.0
2026,876,818,5,18,15,5.0,18.0
2027,876,819,206,24,19,206.0,24.0
2028,877,1,1,1,\N,1.0,1.0
2029,877,3,131,7,\N,131.0,8.0
2030,877,4,6,6,2,6.0,7.0
2031,877,5,207,18,13,207.0,19.0
2032,877,8,208,4,1,208.0,5.0
2033,877,10,206,21,14,206.0,22.0
2034,877,13,6,8,7,6.0,9.0
2035,877,17,9,2,\N,9.0,2.0
2036,877,18,1,5,4,1.0,6.0
2037,877,20,9,24,3,9.0,3.0
2038,877,30,131,13,11,131.0,14.0
2039,877,37,164,22,17,164.0,23.0
2040,877,39,164,23,\N,164.0,24.0
2041,877,154,208,9,\N,208.0,10.0
2042,877,155,15,15,6,15.0,16.0
2043,877,807,10,10,\N,10.0,11.0
2044,877,808,207,20,16,207.0,21.0
2045,877,811,3,14,8,3.0,15.0
2046,877,813,3,3,5,3.0,4.0
2047,877,814,10,12,9,10.0,13.0
2048,877,815,15,11,15,15.0,12.0
2049,877,817,5,16,10,5.0,17.0
2050,877,818,5,17,12,5.0,18.0
2051,877,819,206,19,\N,206.0,20.0
2052,878,1,1,2,1,1.0,2.0
2053,878,3,131,17,13,131.0,17.0
2054,878,4,6,7,3,6.0,9.0
2055,878,5,207,22,18,207.0,22.0
2056,878,8,208,4,6,208.0,5.0
2057,878,10,206,19,19,206.0,19.0
2058,878,13,6,11,4,6.0,7.0
2059,878,17,9,3,\N,9.0,3.0
2060,878,18,1,12,5,1.0,12.0
2061,878,20,9,1,2,9.0,1.0
2062,878,30,131,5,16,131.0,6.0
2063,878,37,164,23,21,164.0,23.0
2064,878,39,164,24,22,164.0,24.0
2065,878,154,208,8,7,208.0,4.0
2066,878,155,15,16,14,15.0,16.0
2067,878,807,10,6,8,10.0,8.0
2068,878,808,207,21,17,207.0,21.0
2069,878,811,3,10,10,3.0,11.0
2070,878,813,3,9,9,3.0,10.0
2071,878,814,10,13,15,10.0,13.0
2072,878,815,15,15,11,15.0,15.0
2073,878,817,5,18,12,5.0,18.0
2074,878,818,5,14,\N,5.0,14.0
2075,878,819,206,20,20,206.0,20.0
2076,879,1,1,1,\N,1.0,1.0
2077,879,3,131,9,15,131.0,10.0
2078,879,4,6,7,2,6.0,8.0
2079,879,5,207,20,14,207.0,20.0
2080,879,8,208,8,10,208.0,9.0
2081,879,10,206,21,16,206.0,21.0
2082,879,13,6,5,3,6.0,5.0
2083,879,17,9,3,4,9.0,3.0
2084,879,18,1,2,1,1.0,2.0
2085,879,20,9,4,6,9.0,4.0
2086,879,30,131,13,7,131.0,14.0
2087,879,37,164,24,17,164.0,24.0
2088,879,39,164,23,18,164.0,23.0
2089,879,154,208,18,\N,208.0,18.0
2090,879,155,15,14,9,15.0,15.0
2091,879,807,10,6,5,10.0,7.0
2092,879,808,207,19,11,207.0,19.0
2093,879,811,3,11,\N,3.0,12.0
2094,879,813,3,16,\N,3.0,6.0
2095,879,814,10,10,19,10.0,11.0
2096,879,815,15,12,\N,15.0,13.0
2097,879,817,5,15,13,5.0,16.0
2098,879,818,5,17,8,5.0,17.0
2099,879,819,206,22,12,206.0,22.0
2100,880,1,131,3,5,131.0,3.0
2101,880,3,131,6,\N,131.0,6.0
2102,880,4,6,5,2,6.0,5.0
2103,880,8,208,7,1,208.0,7.0
2104,880,13,6,4,4,6.0,4.0
2105,880,16,10,12,7,10.0,12.0
2106,880,17,9,2,6,9.0,2.0
2107,880,18,1,10,9,1.0,10.0
2108,880,20,9,1,3,9.0,1.0
2109,880,154,208,8,10,208.0,8.0
2110,880,807,15,11,\N,15.0,11.0
2111,880,813,3,17,\N,3.0,17.0
2112,880,814,10,9,8,10.0,9.0
2113,880,815,1,15,11,1.0,15.0
2114,880,817,5,14,\N,5.0,14.0
2115,880,818,5,13,12,5.0,13.0
2116,880,819,207,22,16,207.0,22.0
2117,880,820,206,20,17,206.0,20.0
2118,880,821,15,18,13,15.0,18.0
2119,880,822,3,16,14,3.0,16.0
2120,880,823,207,21,18,207.0,21.0
2121,880,824,206,19,15,206.0,19.0
2122,881,1,131,4,3,131.0,4.0
2123,881,3,131,6,4,131.0,6.0
2124,881,4,6,3,\N,6.0,3.0
2125,881,8,208,10,7,208.0,7.0
2126,881,13,6,2,5,6.0,2.0
2127,881,16,10,8,\N,10.0,9.0
2128,881,17,9,5,2,9.0,5.0
2129,881,18,1,7,17,1.0,8.0
2130,881,20,9,1,1,9.0,1.0
2131,881,154,208,11,6,208.0,11.0
2132,881,807,15,12,8,15.0,12.0
2133,881,813,3,16,\N,3.0,16.0
2134,881,814,10,15,\N,10.0,15.0
2135,881,815,1,9,9,1.0,10.0
2136,881,817,5,13,18,5.0,13.0
2137,881,818,5,17,10,5.0,17.0
2138,881,819,207,20,14,207.0,20.0
2139,881,820,206,21,16,206.0,21.0
2140,881,821,15,14,12,15.0,14.0
2141,881,822,3,18,11,3.0,18.0
2142,881,823,207,22,15,207.0,22.0
2143,881,824,206,19,13,206.0,19.0
2144,882,1,131,1,3,131.0,1.0
2145,882,3,131,4,\N,131.0,4.0
2146,882,4,6,3,1,6.0,3.0
2147,882,8,208,2,2,208.0,2.0
2148,882,13,6,5,6,6.0,5.0
2149,882,16,10,13,\N,10.0,13.0
2150,882,17,9,22,\N,9.0,14.0
2151,882,18,1,8,5,1.0,8.0
2152,882,20,9,9,4,9.0,9.0
2153,882,154,208,6,9,208.0,6.0
2154,882,807,15,10,10,15.0,10.0
2155,882,813,3,14,14,3.0,15.0
2156,882,814,10,11,8,10.0,11.0
2157,882,815,1,12,11,1.0,12.0
2158,882,817,5,7,7,5.0,7.0
2159,882,818,5,15,12,5.0,16.0
2160,882,819,207,20,16,207.0,21.0
2161,882,820,206,19,17,206.0,20.0
2162,882,821,15,17,\N,15.0,18.0
2163,882,822,3,16,13,3.0,17.0
2164,882,823,207,21,18,207.0,22.0
2165,882,824,206,18,15,206.0,19.0
2166,883,1,131,9,5,131.0,4.0
2167,883,3,131,1,9,131.0,1.0
2168,883,4,6,3,8,6.0,3.0
2169,883,8,208,8,2,208.0,9.0
2170,883,13,6,4,15,6.0,6.0
2171,883,16,10,6,13,10.0,8.0
2172,883,17,9,7,7,9.0,5.0
2173,883,18,1,10,10,1.0,10.0
2174,883,20,9,2,1,9.0,2.0
2175,883,154,208,11,3,208.0,11.0
2176,883,807,15,14,12,15.0,14.0
2177,883,813,3,17,11,3.0,17.0
2178,883,814,10,5,4,10.0,7.0
2179,883,815,1,12,6,1.0,12.0
2180,883,817,5,13,16,5.0,13.0
2181,883,818,5,16,\N,5.0,16.0
2182,883,819,207,18,17,207.0,19.0
2183,883,820,206,21,20,206.0,22.0
2184,883,821,15,22,18,15.0,18.0
2185,883,822,3,15,14,3.0,15.0
2186,883,823,207,20,21,207.0,21.0
2187,883,824,206,19,19,206.0,20.0
2188,884,1,131,2,12,131.0,2.0
2189,884,3,131,1,6,131.0,1.0
2190,884,4,6,5,1,6.0,5.0
2191,884,8,208,4,2,208.0,4.0
2192,884,13,6,9,3,6.0,6.0
2193,884,16,10,13,13,10.0,13.0
2194,884,17,9,7,5,9.0,8.0
2195,884,18,1,14,8,1.0,14.0
2196,884,20,9,3,4,9.0,3.0
2197,884,154,208,6,22,208.0,7.0
2198,884,807,15,15,15,15.0,15.0
2199,884,813,3,17,14,3.0,18.0
2200,884,814,10,10,7,10.0,10.0
2201,884,815,1,8,9,1.0,9.0
2202,884,817,5,11,10,5.0,11.0
2203,884,818,5,12,20,5.0,12.0
2204,884,819,207,22,17,207.0,22.0
2205,884,820,206,21,19,206.0,21.0
2206,884,821,15,19,11,15.0,16.0
2207,884,822,3,16,16,3.0,17.0
2208,884,823,207,18,21,207.0,19.0
2209,884,824,206,20,18,206.0,20.0
2210,885,1,131,2,4,131.0,2.0
2211,885,3,131,1,1,131.0,1.0
2212,885,4,6,6,7,6.0,6.0
2213,885,8,208,5,10,208.0,5.0
2214,885,13,6,21,\N,6.0,22.0
2215,885,16,10,8,5,10.0,8.0
2216,885,17,9,4,3,9.0,4.0
2217,885,18,1,9,6,1.0,9.0
2218,885,20,9,3,2,9.0,3.0
2219,885,154,208,13,\N,208.0,13.0
2220,885,807,15,11,11,15.0,11.0
2221,885,813,3,16,\N,3.0,16.0
2222,885,814,10,17,9,10.0,17.0
2223,885,815,1,7,16,1.0,7.0
2224,885,817,5,12,\N,5.0,12.0
2225,885,818,5,10,8,5.0,10.0
2226,885,819,207,18,\N,207.0,18.0
2227,885,820,206,22,14,206.0,20.0
2228,885,821,15,19,13,15.0,19.0
2229,885,822,3,14,12,3.0,14.0
2230,885,823,207,15,15,207.0,15.0
2231,885,824,206,20,\N,206.0,21.0
2232,886,1,131,2,3,131.0,2.0
2233,886,3,131,4,5,131.0,4.0
2234,886,4,6,6,2,6.0,6.0
2235,886,8,208,10,9,208.0,9.0
2236,886,13,6,16,8,6.0,16.0
2237,886,16,10,8,10,10.0,8.0
2238,886,17,9,5,4,9.0,5.0
2239,886,18,1,14,12,1.0,14.0
2240,886,20,9,1,1,9.0,1.0
2241,886,154,208,22,13,208.0,19.0
2242,886,807,15,9,\N,15.0,11.0
2243,886,813,3,13,16,3.0,13.0
2244,886,814,10,17,7,10.0,17.0
2245,886,815,1,12,11,1.0,12.0
2246,886,817,5,11,15,5.0,10.0
2247,886,818,5,7,6,5.0,7.0
2248,886,819,207,18,18,207.0,18.0
2249,886,820,206,20,19,206.0,21.0
2250,886,821,15,15,20,15.0,15.0
2251,886,822,3,3,14,3.0,3.0
2252,886,823,207,21,\N,207.0,22.0
2253,886,824,206,19,17,206.0,20.0
2254,887,1,131,1,4,131.0,1.0
2255,887,3,131,2,1,131.0,2.0
2256,887,4,6,9,3,6.0,10.0
2257,887,8,208,8,5,208.0,9.0
2258,887,13,6,11,6,6.0,12.0
2259,887,16,10,6,7,10.0,7.0
2260,887,17,9,4,2,9.0,4.0
2261,887,18,1,10,13,1.0,11.0
2262,887,20,9,3,\N,9.0,3.0
2263,887,154,208,7,19,208.0,8.0
2264,887,807,15,14,10,15.0,15.0
2265,887,813,3,15,11,3.0,16.0
2266,887,814,10,21,9,10.0,5.0
2267,887,815,1,13,20,1.0,14.0
2268,887,817,5,5,8,5.0,6.0
2269,887,818,5,12,\N,5.0,13.0
2270,887,819,207,18,15,207.0,19.0
2271,887,820,206,20,17,206.0,22.0
2272,887,821,15,17,14,15.0,18.0
2273,887,822,3,16,12,3.0,17.0
2274,887,823,207,22,18,207.0,21.0
2275,887,824,206,19,16,206.0,20.0
2276,888,1,131,1,5,131.0,1.0
2277,888,3,131,11,9,131.0,11.0
2278,888,4,6,8,4,6.0,8.0
2279,888,8,208,4,2,208.0,4.0
2280,888,13,6,7,\N,6.0,7.0
2281,888,16,10,15,13,10.0,15.0
2282,888,17,9,3,7,9.0,3.0
2283,888,18,1,9,6,1.0,9.0
2284,888,20,9,2,1,9.0,2.0
2285,888,154,208,5,3,208.0,5.0
2286,888,807,15,10,10,15.0,10.0
2287,888,813,3,18,15,3.0,18.0
2288,888,814,10,12,11,10.0,12.0
2289,888,815,1,13,8,1.0,13.0
2290,888,817,5,6,12,5.0,6.0
2291,888,818,5,16,\N,5.0,16.0
2292,888,819,207,22,17,207.0,19.0
2293,888,820,206,21,19,206.0,22.0
2294,888,821,15,14,14,15.0,14.0
2295,888,822,3,17,16,3.0,17.0
2296,888,823,207,20,18,207.0,21.0
2297,888,824,206,19,\N,206.0,20.0
2298,890,1,131,1,1,131.0,1.0
2299,890,3,131,4,19,131.0,4.0
2300,890,4,6,5,5,6.0,5.0
2301,890,8,208,6,2,208.0,6.0
2302,890,13,6,7,8,6.0,7.0
2303,890,16,10,11,\N,10.0,11.0
2304,890,17,9,10,4,9.0,10.0
2305,890,18,1,13,7,1.0,13.0
2306,890,20,9,2,3,9.0,2.0
2307,890,154,208,3,6,208.0,3.0
2308,890,807,15,12,11,15.0,12.0
2309,890,813,3,15,10,3.0,15.0
2310,890,814,10,18,18,10.0,18.0
2311,890,815,1,9,9,1.0,9.0
2312,890,817,5,8,13,5.0,8.0
2313,890,818,5,14,12,5.0,14.0
2314,890,819,207,19,15,207.0,19.0
2315,890,820,206,22,17,206.0,22.0
2316,890,821,15,17,\N,15.0,17.0
2317,890,822,3,16,\N,3.0,16.0
2318,890,823,207,20,14,207.0,20.0
2319,890,824,206,21,16,206.0,21.0
2320,891,1,131,1,3,131.0,1.0
2321,891,3,131,4,4,131.0,4.0
2322,891,4,6,9,2,6.0,9.0
2323,891,8,208,8,\N,208.0,8.0
2324,891,13,6,10,7,6.0,10.0
2325,891,16,10,12,9,10.0,12.0
2326,891,17,9,3,5,9.0,3.0
2327,891,18,1,6,6,1.0,6.0
2328,891,20,9,2,1,9.0,2.0
2329,891,154,208,7,8,208.0,7.0
2330,891,807,15,11,13,15.0,11.0
2331,891,813,3,17,17,3.0,17.0
2332,891,814,10,5,\N,10.0,5.0
2333,891,815,1,13,11,1.0,13.0
2334,891,817,5,19,10,5.0,19.0
2335,891,818,5,18,12,5.0,18.0
2336,891,819,207,22,\N,207.0,22.0
2337,891,820,206,16,19,206.0,16.0
2338,891,821,15,21,14,15.0,21.0
2339,891,822,3,20,15,3.0,20.0
2340,891,823,207,14,16,207.0,14.0
2341,891,824,206,15,18,206.0,15.0
2342,892,1,131,12,9,131.0,12.0
2343,892,3,131,6,6,131.0,6.0
2344,892,4,6,5,2,6.0,5.0
2345,892,8,208,11,11,208.0,11.0
2346,892,13,6,4,4,6.0,4.0
2347,892,16,10,17,16,10.0,14.0
2348,892,17,9,2,3,9.0,2.0
2349,892,18,1,9,10,1.0,9.0
2350,892,20,9,1,1,9.0,1.0
2351,892,154,208,13,8,208.0,13.0
2352,892,807,15,3,5,15.0,3.0
2353,892,813,3,14,14,3.0,15.0
2354,892,814,10,15,\N,10.0,16.0
2355,892,815,1,8,12,1.0,8.0
2356,892,817,5,7,7,5.0,7.0
2357,892,818,5,10,\N,5.0,10.0
2358,892,819,207,20,17,207.0,20.0
2359,892,820,206,22,20,206.0,22.0
2360,892,821,15,16,13,15.0,17.0
2361,892,822,3,18,15,3.0,18.0
2362,892,823,207,19,18,207.0,19.0
2363,892,824,206,21,19,206.0,21.0
2364,893,1,131,5,5,131.0,5.0
2365,893,3,131,2,4,131.0,2.0
2366,893,4,6,7,2,6.0,7.0
2367,893,8,208,13,3,208.0,13.0
2368,893,13,6,6,6,6.0,6.0
2369,893,16,10,15,10,10.0,15.0
2370,893,17,9,4,15,9.0,4.0
2371,893,18,1,8,7,1.0,8.0
2372,893,20,9,1,1,9.0,1.0
2373,893,154,208,3,\N,208.0,3.0
2374,893,807,15,11,9,15.0,11.0
2375,893,813,3,18,11,3.0,18.0
2376,893,814,10,17,20,10.0,17.0
2377,893,815,1,14,8,1.0,14.0
2378,893,817,5,9,\N,5.0,9.0
2379,893,818,5,12,14,5.0,12.0
2380,893,819,207,19,19,207.0,19.0
2381,893,820,206,22,17,206.0,22.0
2382,893,821,15,10,12,15.0,10.0
2383,893,822,3,16,13,3.0,16.0
2384,893,823,207,20,16,207.0,20.0
2385,893,824,206,21,18,206.0,21.0
2386,894,1,131,2,5,131.0,2.0
2387,894,3,131,4,7,131.0,5.0
2388,894,4,6,5,6,6.0,6.0
2389,894,8,208,9,2,208.0,10.0
2390,894,13,6,6,9,6.0,7.0
2391,894,16,10,14,20,10.0,14.0
2392,894,17,9,13,\N,9.0,3.0
2393,894,18,1,11,8,1.0,12.0
2394,894,20,9,1,1,9.0,1.0
2395,894,154,208,3,3,208.0,4.0
2396,894,807,15,7,4,15.0,8.0
2397,894,813,3,18,13,3.0,18.0
2398,894,814,10,15,\N,10.0,15.0
2399,894,815,1,10,10,1.0,11.0
2400,894,817,5,12,19,5.0,13.0
2401,894,818,5,16,18,5.0,16.0
2402,894,819,207,19,14,207.0,19.0
2403,894,820,206,21,17,206.0,22.0
2404,894,821,15,8,11,15.0,9.0
2405,894,822,3,17,12,3.0,17.0
2406,894,823,207,20,15,207.0,20.0
2407,894,824,206,22,16,206.0,21.0
2408,895,1,131,3,\N,131.0,3.0
2409,895,3,131,6,8,131.0,6.0
2410,895,4,6,8,4,6.0,8.0
2411,895,8,208,9,5,208.0,9.0
2412,895,13,6,5,10,6.0,5.0
2413,895,16,10,22,14,10.0,17.0
2414,895,17,9,1,2,9.0,1.0
2415,895,18,1,10,9,1.0,10.0
2416,895,20,9,2,1,9.0,2.0
2417,895,154,208,4,3,208.0,4.0
2418,895,807,15,7,6,15.0,7.0
2419,895,813,3,15,16,3.0,15.0
2420,895,814,10,12,11,10.0,12.0
2421,895,815,1,11,15,1.0,11.0
2422,895,817,5,16,13,5.0,16.0
2423,895,818,5,17,12,5.0,18.0
2424,895,819,207,20,18,207.0,20.0
2425,895,820,206,18,19,206.0,19.0
2426,895,821,15,14,7,15.0,14.0
2427,895,822,3,13,17,3.0,13.0
2428,895,823,207,19,\N,207.0,21.0
2429,895,824,206,21,\N,206.0,22.0
2430,896,1,131,3,6,131.0,3.0
2431,896,3,131,2,2,131.0,2.0
2432,896,4,6,8,11,6.0,8.0
2433,896,8,208,6,7,208.0,6.0
2434,896,13,6,5,4,6.0,5.0
2435,896,16,10,13,9,10.0,13.0
2436,896,17,9,4,\N,9.0,4.0
2437,896,18,1,10,14,1.0,10.0
2438,896,20,9,1,1,9.0,1.0
2439,896,154,208,17,3,208.0,17.0
2440,896,807,15,7,19,15.0,7.0
2441,896,813,3,18,12,3.0,18.0
2442,896,814,10,12,8,10.0,12.0
2443,896,815,1,9,5,1.0,9.0
2444,896,817,5,11,10,5.0,11.0
2445,896,818,5,14,13,5.0,14.0
2446,896,819,207,21,\N,207.0,21.0
2447,896,820,206,22,17,206.0,22.0
2448,896,821,15,16,15,15.0,16.0
2449,896,822,3,15,16,3.0,15.0
2450,896,823,207,20,\N,207.0,20.0
2451,896,824,206,19,18,206.0,19.0
2452,897,1,131,4,7,131.0,4.0
2453,897,3,131,3,3,131.0,3.0
2454,897,4,6,10,5,6.0,11.0
2455,897,8,208,22,\N,208.0,5.0
2456,897,13,6,7,8,6.0,8.0
2457,897,16,10,17,10,10.0,18.0
2458,897,17,9,1,2,9.0,1.0
2459,897,18,1,12,12,1.0,13.0
2460,897,20,9,2,1,9.0,2.0
2461,897,154,208,6,4,208.0,7.0
2462,897,807,15,5,14,15.0,6.0
2463,897,813,3,14,11,3.0,15.0
2464,897,814,10,11,6,10.0,12.0
2465,897,815,1,8,9,1.0,9.0
2466,897,817,5,9,16,5.0,10.0
2467,897,818,5,13,17,5.0,14.0
2468,897,819,207,19,19,207.0,21.0
2469,897,820,206,20,21,206.0,22.0
2470,897,821,15,16,13,15.0,17.0
2471,897,822,3,15,15,3.0,16.0
2472,897,823,207,18,18,207.0,19.0
2473,897,824,206,21,20,206.0,20.0
2474,898,1,131,5,4,131.0,5.0
2475,898,3,131,12,9,131.0,14.0
2476,898,4,6,6,5,6.0,6.0
2477,898,5,208,8,15,208.0,8.0
2478,898,13,6,13,13,6.0,15.0
2479,898,16,10,16,\N,10.0,17.0
2480,898,17,9,2,3,9.0,2.0
2481,898,18,1,15,10,1.0,13.0
2482,898,20,9,1,1,9.0,1.0
2483,898,154,208,3,2,208.0,3.0
2484,898,807,15,4,6,15.0,4.0
2485,898,813,3,17,17,3.0,18.0
2486,898,814,10,11,16,10.0,12.0
2487,898,815,1,7,7,1.0,7.0
2488,898,817,5,10,11,5.0,11.0
2489,898,818,5,14,12,5.0,16.0
2490,898,819,207,22,20,207.0,21.0
2491,898,820,206,21,21,206.0,22.0
2492,898,821,15,20,14,15.0,10.0
2493,898,822,3,9,8,3.0,9.0
2494,898,823,207,18,19,207.0,19.0
2495,898,824,206,19,18,206.0,20.0
2496,899,1,131,5,9,131.0,5.0
2497,899,3,131,2,5,131.0,2.0
2498,899,4,6,3,3,6.0,3.0
2499,899,5,208,11,14,208.0,11.0
2500,899,13,6,9,7,6.0,9.0
2501,899,16,10,15,13,10.0,16.0
2502,899,17,9,4,2,9.0,4.0
2503,899,18,1,14,4,1.0,15.0
2504,899,20,9,1,1,9.0,1.0
2505,899,154,208,6,\N,208.0,6.0
2506,899,807,15,10,8,15.0,10.0
2507,899,813,3,16,16,3.0,17.0
2508,899,814,10,12,11,10.0,12.0
2509,899,815,1,19,6,1.0,14.0
2510,899,817,5,7,10,5.0,7.0
2511,899,818,5,8,15,5.0,8.0
2512,899,819,207,18,\N,207.0,19.0
2513,899,820,206,22,19,206.0,22.0
2514,899,821,15,17,12,15.0,18.0
2515,899,822,3,13,\N,3.0,13.0
2516,899,823,207,20,18,207.0,20.0
2517,899,824,206,21,17,206.0,21.0
2518,900,1,131,1,\N,131.0,1.0
2519,900,3,131,3,1,131.0,3.0
2520,900,4,6,5,4,6.0,5.0
2521,900,8,6,11,7,6.0,12.0
2522,900,13,3,9,\N,3.0,9.0
2523,900,16,15,13,11,15.0,14.0
2524,900,18,1,10,3,1.0,11.0
2525,900,20,9,12,\N,9.0,13.0
2526,900,154,208,22,\N,208.0,21.0
2527,900,155,207,14,\N,207.0,15.0
2528,900,807,10,7,6,10.0,7.0
2529,900,813,208,21,\N,208.0,22.0
2530,900,815,10,16,10,10.0,16.0
2531,900,817,9,2,\N,9.0,2.0
2532,900,818,5,6,8,5.0,6.0
2533,900,820,206,17,13,206.0,17.0
2534,900,821,15,20,12,15.0,19.0
2535,900,822,3,15,5,3.0,10.0
2536,900,824,206,18,\N,206.0,18.0
2537,900,825,1,4,2,1.0,4.0
2538,900,826,5,8,9,5.0,8.0
2539,900,828,207,19,\N,207.0,20.0
2540,901,1,131,1,1,131.0,1.0
2541,901,3,131,3,2,131.0,3.0
2542,901,4,6,4,4,6.0,4.0
2543,901,8,6,6,12,6.0,6.0
2544,901,13,3,13,7,3.0,13.0
2545,901,16,15,17,\N,15.0,18.0
2546,901,18,1,10,6,1.0,10.0
2547,901,20,9,2,3,9.0,2.0
2548,901,154,208,15,11,208.0,16.0
2549,901,155,207,20,13,207.0,20.0
2550,901,807,10,7,5,10.0,7.0
2551,901,813,208,16,\N,208.0,17.0
2552,901,815,10,14,\N,10.0,14.0
2553,901,817,9,5,\N,9.0,5.0
2554,901,818,5,9,\N,5.0,9.0
2555,901,820,206,21,15,206.0,21.0
2556,901,821,15,12,\N,15.0,12.0
2557,901,822,3,18,8,3.0,15.0
2558,901,824,206,19,\N,206.0,19.0
2559,901,825,1,8,9,1.0,8.0
2560,901,826,5,11,10,5.0,11.0
2561,901,828,207,22,14,207.0,22.0
2562,902,1,131,2,1,131.0,2.0
2563,902,3,131,1,2,131.0,1.0
2564,902,4,6,9,9,6.0,10.0
2565,902,8,6,5,10,6.0,6.0
2566,902,13,3,7,7,3.0,8.0
2567,902,16,15,22,\N,15.0,18.0
2568,902,18,1,6,17,1.0,7.0
2569,902,20,9,10,6,9.0,11.0
2570,902,154,208,16,12,208.0,16.0
2571,902,155,207,18,15,207.0,19.0
2572,902,807,10,11,5,10.0,12.0
2573,902,813,208,17,14,208.0,17.0
2574,902,815,10,4,3,10.0,5.0
2575,902,817,9,13,4,9.0,3.0
2576,902,818,5,14,\N,5.0,14.0
2577,902,820,206,21,13,206.0,22.0
2578,902,821,15,15,\N,15.0,15.0
2579,902,822,3,3,8,3.0,4.0
2580,902,824,206,19,16,206.0,20.0
2581,902,825,1,8,\N,1.0,9.0
2582,902,826,5,12,11,5.0,13.0
2583,902,828,207,20,\N,207.0,21.0
2584,903,1,131,1,1,131.0,1.0
2585,903,3,131,4,2,131.0,4.0
2586,903,4,6,5,3,6.0,5.0
2587,903,8,6,11,8,6.0,11.0
2588,903,13,3,6,15,3.0,6.0
2589,903,16,15,14,\N,15.0,14.0
2590,903,18,1,12,11,1.0,12.0
2591,903,20,9,3,5,9.0,3.0
2592,903,154,208,10,\N,208.0,10.0
2593,903,155,207,18,18,207.0,18.0
2594,903,807,10,8,6,10.0,8.0
2595,903,813,208,22,14,208.0,22.0
2596,903,815,10,16,9,10.0,16.0
2597,903,817,9,2,4,9.0,2.0
2598,903,818,5,9,12,5.0,9.0
2599,903,820,206,21,19,206.0,21.0
2600,903,821,15,17,16,15.0,17.0
2601,903,822,3,7,7,3.0,7.0
2602,903,824,206,19,17,206.0,19.0
2603,903,825,1,15,13,1.0,15.0
2604,903,826,5,13,10,5.0,13.0
2605,903,828,207,20,20,207.0,20.0
2606,904,1,131,1,1,131.0,1.0
2607,904,3,131,2,2,131.0,2.0
2608,904,4,6,7,6,6.0,7.0
2609,904,8,6,6,7,6.0,6.0
2610,904,13,3,9,13,3.0,9.0
2611,904,16,15,16,17,15.0,17.0
2612,904,18,1,8,11,1.0,8.0
2613,904,20,9,15,4,9.0,10.0
2614,904,154,208,5,8,208.0,5.0
2615,904,155,207,20,\N,207.0,21.0
2616,904,807,10,10,10,10.0,11.0
2617,904,813,208,22,15,208.0,22.0
2618,904,815,10,11,9,10.0,12.0
2619,904,817,9,3,3,9.0,3.0
2620,904,818,5,21,\N,5.0,16.0
2621,904,820,206,17,19,206.0,18.0
2622,904,821,15,13,16,15.0,14.0
2623,904,822,3,4,5,3.0,4.0
2624,904,824,206,18,18,206.0,19.0
2625,904,825,1,14,12,1.0,15.0
2626,904,826,5,12,14,5.0,13.0
2627,904,828,207,19,20,207.0,20.0
2628,905,1,131,2,2,131.0,2.0
2629,905,3,131,1,1,131.0,1.0
2630,905,4,6,5,4,6.0,5.0
2631,905,8,6,6,12,6.0,6.0
2632,905,13,3,16,7,3.0,16.0
2633,905,16,15,18,\N,15.0,18.0
2634,905,18,1,12,6,1.0,12.0
2635,905,20,9,4,\N,9.0,4.0
2636,905,154,208,14,8,208.0,14.0
2637,905,155,207,20,13,207.0,21.0
2638,905,807,10,11,5,10.0,11.0
2639,905,813,208,15,\N,208.0,15.0
2640,905,815,10,10,\N,10.0,10.0
2641,905,817,9,3,3,9.0,3.0
2642,905,818,5,7,\N,5.0,7.0
2643,905,820,206,19,14,206.0,20.0
2644,905,821,15,17,\N,15.0,17.0
2645,905,822,3,13,\N,3.0,13.0
2646,905,824,206,21,9,206.0,19.0
2647,905,825,1,8,10,1.0,8.0
2648,905,826,5,9,\N,5.0,9.0
2649,905,828,207,22,11,207.0,22.0
2650,906,1,131,2,\N,131.0,2.0
2651,906,3,131,1,2,131.0,1.0
2652,906,4,6,7,6,6.0,7.0
2653,906,8,6,10,10,6.0,10.0
2654,906,13,3,5,12,3.0,5.0
2655,906,16,15,16,13,15.0,16.0
2656,906,18,1,9,4,1.0,9.0
2657,906,20,9,3,3,9.0,3.0
2658,906,154,208,14,\N,208.0,14.0
2659,906,155,207,21,\N,207.0,20.0
2660,906,807,10,11,5,10.0,11.0
2661,906,813,208,17,\N,208.0,17.0
2662,906,815,10,13,11,10.0,13.0
2663,906,817,9,6,1,9.0,6.0
2664,906,818,5,8,8,5.0,8.0
2665,906,820,206,18,\N,206.0,18.0
2666,906,821,15,22,14,15.0,22.0
2667,906,822,3,4,7,3.0,4.0
2668,906,824,206,19,\N,206.0,19.0
2669,906,825,1,12,9,1.0,12.0
2670,906,826,5,15,\N,5.0,15.0
2671,906,828,207,20,\N,207.0,21.0
2672,907,1,131,9,2,131.0,9.0
